MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
21685.312;1918;04;02;;-0.197272;0.017486;-0.022847;0.021751;;0.0000000;0.0000000;;;;0.138537;0.040238;0.001337;0.024304;;;;
21703.575;1918;04;20;;-0.162233;0.019532;0.009864;0.026445;;0.0000000;0.0000000;;;;0.072541;0.049151;-0.023444;0.023410;;;;
21721.837;1918;05;08;;-0.209522;0.022531;0.106965;0.024980;;0.0000000;0.0000000;;;;0.166654;0.068932;-0.049008;0.032858;;;;
21740.100;1918;05;27;;-0.183315;0.017646;0.111698;0.021615;;0.0000000;0.0000000;;;;0.030447;0.078502;0.025251;0.021946;;;;
21758.362;1918;06;14;;-0.186120;0.023373;0.161230;0.026925;;0.0000000;0.0000000;;;;0.057971;0.095803;0.032482;0.020663;;;;
21776.625;1918;07;02;;-0.206139;0.033232;0.170211;0.036136;;0.0000000;0.0000000;;;;0.083654;0.106947;0.070057;0.023682;;;;
21794.887;1918;07;20;;-0.140500;0.023300;0.134700;0.019600;;0.0000000;0.0000000;;;;0.227200;0.082400;0.039700;0.023100;;;;
21813.150;1918;08;08;;-0.075624;0.019336;0.126939;0.021875;;0.0000000;0.0000000;;;;0.214103;0.104242;0.041851;0.030046;;;;
21831.412;1918;08;26;;-0.035250;0.017052;0.149125;0.023557;;0.0000000;0.0000000;;;;0.188283;0.065782;0.040647;0.035960;;;;
21849.675;1918;09;13;;-0.038388;0.018281;0.139481;0.017860;;0.0000000;0.0000000;;;;0.132147;0.048923;-0.014313;0.024805;;;;
21867.937;1918;10;01;;0.005607;0.032180;0.126979;0.025465;;0.0000000;0.0000000;;;;0.182018;0.068228;-0.028571;0.028371;;;;
21886.200;1918;10;20;;-0.039489;0.022068;0.133454;0.021575;;0.0000000;0.0000000;;;;0.134319;0.041766;-0.041681;0.031411;;;;
21904.462;1918;11;07;;-0.047400;0.036400;0.170000;0.021500;;0.0000000;0.0000000;;;;0.337000;0.084200;-0.073900;0.051500;;;;
21922.725;1918;11;25;;-0.061884;0.029362;0.112716;0.024389;;0.0000000;0.0000000;;;;0.055984;0.073331;-0.062078;0.035249;;;;
21940.987;1918;12;14;;-0.059354;0.023109;0.062420;0.030480;;0.0000000;0.0000000;;;;0.077009;0.074970;-0.013496;0.022825;;;;
21959.250;1919;01;01;;-0.058158;0.032137;0.016625;0.047864;;0.0000000;0.0000000;;;;-0.016848;0.102171;-0.051654;0.033902;;;;
21977.512;1919;01;19;;-0.045037;0.027163;0.121493;0.032572;;0.0000000;0.0000000;;;;0.061742;0.159161;0.007806;0.023268;;;;
21995.775;1919;02;06;;-0.064165;0.030520;0.072740;0.023797;;0.0000000;0.0000000;;;;0.054161;0.103195;-0.030628;0.028565;;;;
22014.037;1919;02;25;;-0.046142;0.019958;0.055541;0.023710;;0.0000000;0.0000000;;;;0.175499;0.058670;0.000885;0.017390;;;;
22032.300;1919;03;15;;-0.076649;0.021472;0.084834;0.024008;;0.0000000;0.0000000;;;;0.192932;0.054744;0.038099;0.024214;;;;
22050.562;1919;04;02;;-0.032000;0.023100;0.101400;0.024500;;0.0000000;0.0000000;;;;0.019400;0.044200;-0.032300;0.039800;;;;
22068.825;1919;04;20;;-0.032764;0.019670;0.042454;0.021259;;0.0000000;0.0000000;;;;0.063473;0.058489;-0.018695;0.035014;;;;
22087.087;1919;05;09;;-0.034002;0.016296;0.057361;0.029991;;0.0000000;0.0000000;;;;-0.073542;0.063390;0.036074;0.027766;;;;
22105.350;1919;05;27;;-0.081513;0.022556;0.071678;0.026159;;0.0000000;0.0000000;;;;0.028931;0.092000;-0.007650;0.026187;;;;
22123.612;1919;06;14;;-0.024396;0.025236;0.011394;0.055909;;0.0000000;0.0000000;;;;-0.005223;0.115240;0.015397;0.031016;;;;
22141.875;1919;07;02;;-0.005435;0.021494;0.014449;0.023472;;0.0000000;0.0000000;;;;-0.038104;0.127579;-0.000757;0.018115;;;;
22160.137;1919;07;21;;-0.036700;0.021400;-0.072300;0.031400;;0.0000000;0.0000000;;;;0.269200;0.086200;0.023200;0.025300;;;;
22178.400;1919;08;08;;-0.054480;0.015453;-0.035798;0.017133;;0.0000000;0.0000000;;;;0.178399;0.073800;0.000860;0.022478;;;;
22196.662;1919;08;26;;-0.109833;0.019620;-0.018115;0.022290;;0.0000000;0.0000000;;;;0.165576;0.057084;0.045457;0.031020;;;;
22214.925;1919;09;13;;-0.180209;0.028864;-0.046368;0.034048;;0.0000000;0.0000000;;;;-0.171687;0.073328;-0.040531;0.036099;;;;
22233.187;1919;10;02;;-0.144050;0.022290;0.048583;0.024879;;0.0000000;0.0000000;;;;0.020057;0.046725;0.052546;0.035444;;;;
22251.450;1919;10;20;;-0.181892;0.022085;-0.009524;0.029451;;0.0000000;0.0000000;;;;0.105329;0.047459;0.021452;0.057824;;;;
22269.712;1919;11;07;;-0.159213;0.031568;0.054630;0.033813;;0.0000000;0.0000000;;;;0.116987;0.080398;-0.092610;0.059791;;;;
22287.975;1919;11;25;;-0.092562;0.035587;-0.197751;0.085221;;0.0000000;0.0000000;;;;0.508266;0.132410;-0.030663;0.066537;;;;
22306.237;1919;12;14;;-0.186227;0.020600;0.107207;0.025198;;0.0000000;0.0000000;;;;0.190069;0.079840;-0.028542;0.020491;;;;
22324.500;1920;01;01;;-0.097388;0.030280;0.112723;0.034355;;0.0000000;0.0000000;;;;0.077211;0.158857;0.019743;0.045632;;;;
22342.762;1920;01;19;;-0.145513;0.024771;0.244405;0.039029;;0.0000000;0.0000000;;;;0.138524;0.118895;0.020497;0.021109;;;;
22361.025;1920;02;07;;-0.066010;0.025834;0.127964;0.037067;;0.0000000;0.0000000;;;;0.069846;0.071235;0.039802;0.023703;;;;
22379.287;1920;02;25;;-0.108000;0.026100;0.125400;0.030600;;0.0000000;0.0000000;;;;0.066300;0.061600;-0.028500;0.020500;;;;
22397.550;1920;03;14;;-0.066646;0.021442;0.249459;0.031772;;0.0000000;0.0000000;;;;0.259358;0.059627;0.009901;0.025076;;;;
22415.812;1920;04;01;;0.062692;0.073768;0.241400;0.067889;;0.0000000;0.0000000;;;;-0.048321;0.138016;0.122761;0.080310;;;;
22434.075;1920;04;20;;0.077897;0.026364;0.212694;0.025041;;0.0000000;0.0000000;;;;0.062704;0.072934;0.037479;0.040486;;;;
22452.337;1920;05;08;;0.112620;0.035137;0.177084;0.039181;;0.0000000;0.0000000;;;;-0.098984;0.079850;-0.019825;0.039959;;;;
22470.600;1920;05;26;;0.081000;0.026100;0.157700;0.026100;;0.0000000;0.0000000;;;;-0.043700;0.108300;-0.015600;0.028200;;;;
22488.862;1920;06;13;;0.148386;0.049244;0.115656;0.054235;;0.0000000;0.0000000;;;;0.112764;0.143248;0.013350;0.037333;;;;
22507.125;1920;07;02;;0.111770;0.030133;0.088776;0.036499;;0.0000000;0.0000000;;;;0.028214;0.158865;0.019352;0.026783;;;;
22525.387;1920;07;20;;0.063562;0.015232;-0.046004;0.020074;;0.0000000;0.0000000;;;;0.165210;0.082557;0.043804;0.025214;;;;
22543.650;1920;08;07;;0.129866;0.041977;0.027842;0.044099;;0.0000000;0.0000000;;;;0.444455;0.121075;0.035385;0.035705;;;;
22561.912;1920;08;25;;0.091341;0.025804;-0.043051;0.044110;;0.0000000;0.0000000;;;;0.423298;0.113613;0.126527;0.044771;;;;
22580.175;1920;09;13;;0.068767;0.019510;-0.053549;0.019567;;0.0000000;0.0000000;;;;0.301134;0.054516;0.031598;0.032433;;;;
22598.437;1920;10;01;;-0.008467;0.023590;-0.089633;0.026491;;0.0000000;0.0000000;;;;0.246094;0.050688;-0.014311;0.026566;;;;
22616.700;1920;10;19;;-0.052510;0.023572;-0.063097;0.026540;;0.0000000;0.0000000;;;;0.236741;0.048355;0.000018;0.029138;;;;
22634.962;1920;11;06;;-0.131312;0.033720;-0.127174;0.033493;;0.0000000;0.0000000;;;;0.118162;0.097614;-0.029769;0.052448;;;;
22653.225;1920;11;25;;-0.098074;0.032286;-0.069955;0.039897;;0.0000000;0.0000000;;;;0.253234;0.084957;-0.026576;0.049577;;;;
22671.487;1920;12;13;;-0.202848;0.015313;-0.093388;0.023228;;0.0000000;0.0000000;;;;0.182078;0.068140;-0.040270;0.013923;;;;
22689.750;1920;12;31;;-0.275100;0.066800;0.041200;0.042500;;0.0000000;0.0000000;;;;-0.023400;0.165100;0.016600;0.058000;;;;
22708.012;1921;01;19;;-0.199380;0.028586;0.005397;0.035333;;0.0000000;0.0000000;;;;-0.091572;0.106408;0.013613;0.024602;;;;
22726.275;1921;02;06;;-0.269861;0.029700;0.062960;0.035227;;0.0000000;0.0000000;;;;0.056699;0.084797;0.008766;0.026645;;;;
22744.537;1921;02;24;;-0.315700;0.072269;0.186534;0.055564;;0.0000000;0.0000000;;;;0.005612;0.166973;-0.066640;0.056276;;;;
22762.800;1921;03;14;;-0.190287;0.020595;0.164991;0.022318;;0.0000000;0.0000000;;;;0.165225;0.054654;0.011393;0.022283;;;;
22781.062;1921;04;02;;-0.119466;0.019502;0.139311;0.022964;;0.0000000;0.0000000;;;;0.019224;0.041993;0.045599;0.037519;;;;
22799.325;1921;04;20;;-0.014599;0.021085;0.217462;0.027666;;0.0000000;0.0000000;;;;-0.095568;0.071875;0.053887;0.036645;;;;
22817.587;1921;05;08;;0.031054;0.022785;0.201362;0.025135;;0.0000000;0.0000000;;;;-0.092298;0.078183;0.029571;0.039060;;;;
22835.850;1921;05;26;;0.091820;0.030242;0.160909;0.034076;;0.0000000;0.0000000;;;;0.148554;0.113642;-0.091464;0.030982;;;;
22854.112;1921;06;14;;0.100985;0.022216;0.083825;0.027543;;0.0000000;0.0000000;;;;0.026744;0.143369;0.003906;0.018410;;;;
22872.375;1921;07;02;;0.212445;0.039267;0.182524;0.042606;;0.0000000;0.0000000;;;;0.140091;0.125525;-0.098040;0.030768;;;;
22890.637;1921;07;20;;0.138182;0.021575;0.088243;0.019204;;0.0000000;0.0000000;;;;0.229534;0.076740;0.023025;0.021882;;;;
22908.900;1921;08;07;;0.178414;0.025674;0.025800;0.028487;;0.0000000;0.0000000;;;;0.214034;0.076980;-0.028148;0.027220;;;;
22927.162;1921;08;26;;0.167323;0.022291;0.004838;0.025249;;0.0000000;0.0000000;;;;0.247682;0.060809;0.003549;0.027454;;;;
22945.425;1921;09;13;;0.073545;0.013037;-0.078915;0.019119;;0.0000000;0.0000000;;;;0.220099;0.042119;0.012353;0.023753;;;;
22963.687;1921;10;01;;0.127179;0.026772;-0.080673;0.030632;;0.0000000;0.0000000;;;;0.314240;0.060325;0.082886;0.038983;;;;
22981.950;1921;10;19;;-0.002474;0.023205;-0.169272;0.027927;;0.0000000;0.0000000;;;;0.209071;0.046972;-0.018626;0.044988;;;;
23000.212;1921;11;07;;-0.007518;0.031000;-0.143864;0.026801;;0.0000000;0.0000000;;;;0.203157;0.091797;-0.064613;0.051434;;;;
23018.475;1921;11;25;;-0.098209;0.028421;0.106262;0.070691;;0.0000000;0.0000000;;;;0.097249;0.075872;-0.090948;0.061889;;;;
23036.737;1921;12;13;;-0.133071;0.031967;-0.095128;0.035219;;0.0000000;0.0000000;;;;0.117126;0.148240;0.014827;0.043509;;;;
23055.000;1922;01;01;;-0.045524;0.055991;-0.029486;0.044384;;0.0000000;0.0000000;;;;0.307043;0.104146;-0.016902;0.046439;;;;
23073.262;1922;01;19;;-0.194756;0.044532;-0.097510;0.058848;;0.0000000;0.0000000;;;;0.106856;0.218178;0.015172;0.035679;;;;
23091.525;1922;02;06;;-0.208934;0.027890;0.039567;0.023542;;0.0000000;0.0000000;;;;-0.073805;0.098981;-0.066748;0.026652;;;;
23109.787;1922;02;24;;-0.210300;0.032200;0.137300;0.030800;;0.0000000;0.0000000;;;;0.054500;0.114600;-0.016000;0.036100;;;;
23128.050;1922;03;15;;-0.165744;0.024812;0.125734;0.026711;;0.0000000;0.0000000;;;;0.114625;0.076649;0.019807;0.040009;;;;
23146.312;1922;04;02;;-0.162390;0.024060;0.134218;0.035829;;0.0000000;0.0000000;;;;0.058232;0.055785;-0.023740;0.059016;;;;
23164.575;1922;04;20;;-0.132697;0.018657;0.221570;0.018851;;0.0000000;0.0000000;;;;-0.022634;0.045866;0.005230;0.025428;;;;
23182.837;1922;05;08;;-0.090259;0.029663;0.277564;0.025982;;0.0000000;0.0000000;;;;0.017361;0.084752;-0.018873;0.040448;;;;
23201.100;1922;05;27;;-0.047480;0.019893;0.260568;0.022366;;0.0000000;0.0000000;;;;0.175300;0.084793;-0.012303;0.021789;;;;
23219.362;1922;06;14;;0.009070;0.019132;0.222538;0.023939;;0.0000000;0.0000000;;;;-0.056816;0.112701;-0.019610;0.016697;;;;
23237.625;1922;07;02;;0.111622;0.026181;0.240501;0.028555;;0.0000000;0.0000000;;;;0.412616;0.116971;-0.064542;0.019953;;;;
23255.887;1922;07;20;;0.088770;0.020152;0.114259;0.024598;;0.0000000;0.0000000;;;;0.214716;0.105492;0.025888;0.030218;;;;
23274.150;1922;08;08;;0.163154;0.024272;0.076991;0.025729;;0.0000000;0.0000000;;;;-0.013639;0.112548;-0.019895;0.030195;;;;
23292.412;1922;08;26;;0.151317;0.021950;0.014994;0.023451;;0.0000000;0.0000000;;;;0.186478;0.061686;-0.002172;0.033412;;;;
23310.675;1922;09;13;;0.141800;0.018300;0.014900;0.018700;;0.0000000;0.0000000;;;;0.139000;0.038700;0.018300;0.031200;;;;
23328.937;1922;10;01;;0.120772;0.026230;-0.019145;0.032331;;0.0000000;0.0000000;;;;0.103344;0.057611;0.012603;0.056829;;;;
23347.200;1922;10;20;;0.083381;0.019058;-0.139651;0.018579;;0.0000000;0.0000000;;;;0.134790;0.050035;-0.044946;0.030526;;;;
23365.462;1922;11;07;;0.063654;0.035885;-0.088851;0.036843;;0.0000000;0.0000000;;;;0.060419;0.131035;-0.020871;0.058891;;;;
23383.725;1922;11;25;;0.041976;0.038739;0.015059;0.046298;;0.0000000;0.0000000;;;;0.137765;0.082264;0.022699;0.035152;;;;
23401.987;1922;12;14;;-0.163179;0.049215;-0.120346;0.044629;;0.0000000;0.0000000;;;;-0.088422;0.186106;0.057819;0.039344;;;;
23420.250;1923;01;01;;-0.162345;0.024176;-0.088042;0.028195;;0.0000000;0.0000000;;;;-0.164558;0.105026;0.022870;0.021395;;;;
23438.512;1923;01;19;;-0.166986;0.029597;-0.055441;0.032552;;0.0000000;0.0000000;;;;-0.155703;0.122746;-0.022616;0.036478;;;;
23456.775;1923;02;06;;-0.332673;0.046590;-0.032441;0.038226;;0.0000000;0.0000000;;;;0.118174;0.100248;0.127325;0.057503;;;;
23475.037;1923;02;25;;-0.262008;0.031040;-0.033456;0.038152;;0.0000000;0.0000000;;;;-0.075136;0.091210;-0.070144;0.043722;;;;
23493.300;1923;03;15;;-0.207748;0.020628;0.016212;0.020991;;0.0000000;0.0000000;;;;-0.002057;0.040807;-0.018829;0.031774;;;;
23511.562;1923;04;02;;-0.274792;0.051456;0.140175;0.032202;;0.0000000;0.0000000;;;;0.200018;0.110268;0.020372;0.031238;;;;
23529.825;1923;04;20;;-0.179152;0.022040;0.157417;0.021359;;0.0000000;0.0000000;;;;-0.096701;0.057214;0.020842;0.030157;;;;
23548.087;1923;05;09;;-0.176779;0.038078;0.129676;0.046107;;0.0000000;0.0000000;;;;0.232484;0.110410;0.012090;0.038815;;;;
23566.350;1923;05;27;;-0.097364;0.026461;0.300984;0.030708;;0.0000000;0.0000000;;;;0.012199;0.114308;-0.024269;0.032124;;;;
23584.612;1923;06;14;;-0.024124;0.029729;0.317510;0.037800;;0.0000000;0.0000000;;;;0.242278;0.122543;-0.026966;0.025412;;;;
23602.875;1923;07;02;;-0.019994;0.014380;0.239535;0.021068;;0.0000000;0.0000000;;;;0.097043;0.096033;0.007601;0.012214;;;;
23621.137;1923;07;21;;0.060132;0.038504;0.240230;0.038033;;0.0000000;0.0000000;;;;0.008628;0.090767;-0.027426;0.036225;;;;
23639.400;1923;08;08;;0.112367;0.014229;0.311274;0.019214;;0.0000000;0.0000000;;;;0.109885;0.052765;0.034879;0.027024;;;;
23657.662;1923;08;26;;0.142183;0.016013;0.249476;0.023914;;0.0000000;0.0000000;;;;0.086034;0.050317;0.040333;0.029040;;;;
23675.925;1923;09;13;;0.151780;0.026662;0.226170;0.029457;;0.0000000;0.0000000;;;;0.065406;0.051934;0.009481;0.027690;;;;
23694.187;1923;10;02;;0.161990;0.027635;0.129040;0.031921;;0.0000000;0.0000000;;;;-0.002354;0.060430;0.038004;0.044922;;;;
23712.450;1923;10;20;;0.130175;0.022364;0.020789;0.024598;;0.0000000;0.0000000;;;;0.076566;0.061195;-0.044418;0.038181;;;;
23730.712;1923;11;07;;0.136144;0.036406;0.082803;0.038211;;0.0000000;0.0000000;;;;-0.134067;0.095774;0.027947;0.040494;;;;
23748.975;1923;11;25;;0.088243;0.027972;0.024731;0.025906;;0.0000000;0.0000000;;;;-0.078050;0.103716;0.037490;0.030391;;;;
23767.237;1923;12;14;;0.035504;0.031898;-0.012841;0.031608;;0.0000000;0.0000000;;;;0.128937;0.135153;0.027011;0.025480;;;;
23785.500;1924;01;01;;-0.005804;0.035143;0.073064;0.051468;;0.0000000;0.0000000;;;;-0.102657;0.167052;0.001261;0.032029;;;;
23803.762;1924;01;19;;-0.068517;0.027242;0.011667;0.025525;;0.0000000;0.0000000;;;;0.059077;0.111376;0.021297;0.030942;;;;
23822.025;1924;02;07;;-0.029063;0.036913;0.003840;0.046785;;0.0000000;0.0000000;;;;0.232378;0.154239;0.074931;0.048315;;;;
23840.287;1924;02;25;;-0.149500;0.033400;-0.020500;0.049200;;0.0000000;0.0000000;;;;0.296300;0.127700;0.093800;0.074500;;;;
23858.550;1924;03;14;;-0.151107;0.021433;0.038096;0.026611;;0.0000000;0.0000000;;;;0.023358;0.049099;0.009227;0.029539;;;;
23876.812;1924;04;01;;-0.170714;0.022449;0.072246;0.022869;;0.0000000;0.0000000;;;;0.026865;0.044276;-0.077597;0.042873;;;;
23895.075;1924;04;20;;-0.127400;0.020900;0.135100;0.025000;;0.0000000;0.0000000;;;;-0.040200;0.068600;-0.015300;0.035600;;;;
23913.337;1924;05;08;;-0.165261;0.035290;0.139194;0.034218;;0.0000000;0.0000000;;;;-0.000914;0.122546;-0.014604;0.040754;;;;
23931.600;1924;05;26;;-0.187563;0.014175;0.107926;0.015713;;0.0000000;0.0000000;;;;0.089797;0.091070;-0.022451;0.023568;;;;
23949.862;1924;06;13;;-0.081980;0.023478;0.195088;0.030162;;0.0000000;0.0000000;;;;0.124901;0.125047;-0.048720;0.019768;;;;
23968.125;1924;07;02;;-0.075229;0.031225;0.183050;0.046061;;0.0000000;0.0000000;;;;0.102382;0.137256;-0.009329;0.023857;;;;
23986.387;1924;07;20;;-0.059435;0.017414;0.142566;0.018273;;0.0000000;0.0000000;;;;0.192221;0.072824;0.009825;0.019926;;;;
24004.650;1924;08;07;;0.014627;0.017728;0.135909;0.020162;;0.0000000;0.0000000;;;;0.138120;0.065731;0.009780;0.030529;;;;
24022.912;1924;08;25;;0.029893;0.027133;0.185564;0.023512;;0.0000000;0.0000000;;;;0.102141;0.075815;0.020640;0.040568;;;;
24041.175;1924;09;13;;-0.002107;0.026548;0.154303;0.031812;;0.0000000;0.0000000;;;;-0.026603;0.057367;-0.011327;0.030482;;;;
24059.437;1924;10;01;;0.041539;0.036354;0.113626;0.034837;;0.0000000;0.0000000;;;;0.151911;0.071214;0.043723;0.033814;;;;
24077.700;1924;10;19;;0.032319;0.024384;0.000498;0.024990;;0.0000000;0.0000000;;;;0.207029;0.078052;-0.085419;0.044908;;;;
24095.962;1924;11;06;;-0.079291;0.038861;0.056224;0.034261;;0.0000000;0.0000000;;;;0.076218;0.110676;-0.016385;0.058046;;;;
24114.225;1924;11;25;;-0.006172;0.018051;0.025546;0.020137;;0.0000000;0.0000000;;;;-0.054575;0.085395;0.029590;0.022098;;;;
24132.487;1924;12;13;;0.035597;0.040982;0.085593;0.033254;;0.0000000;0.0000000;;;;0.234642;0.097196;0.022594;0.030779;;;;
24150.750;1924;12;31;;-0.012995;0.031013;0.036963;0.045216;;0.0000000;0.0000000;;;;0.188166;0.186937;0.012966;0.026431;;;;
24169.012;1925;01;19;;-0.056182;0.020519;-0.049412;0.028318;;0.0000000;0.0000000;;;;0.285166;0.064449;0.087534;0.023179;;;;
24187.275;1925;02;06;;-0.103481;0.027056;-0.003581;0.026594;;0.0000000;0.0000000;;;;0.125679;0.101046;-0.029143;0.030668;;;;
24205.537;1925;02;24;;-0.107312;0.034292;-0.041495;0.031768;;0.0000000;0.0000000;;;;0.212551;0.082271;-0.011883;0.035673;;;;
24223.800;1925;03;14;;-0.141179;0.021992;-0.046236;0.026297;;0.0000000;0.0000000;;;;-0.026763;0.049519;-0.021964;0.028860;;;;
24242.062;1925;04;02;;-0.102647;0.037056;0.016748;0.044842;;0.0000000;0.0000000;;;;-0.039005;0.088062;-0.049630;0.046314;;;;
24260.325;1925;04;20;;-0.130539;0.021781;0.119861;0.026310;;0.0000000;0.0000000;;;;0.018221;0.070534;-0.089786;0.034850;;;;
24278.587;1925;05;08;;-0.066774;0.024942;0.097721;0.023850;;0.0000000;0.0000000;;;;-0.014274;0.068507;-0.016102;0.033898;;;;
24296.850;1925;05;26;;-0.004013;0.035871;0.055231;0.029359;;0.0000000;0.0000000;;;;0.224329;0.117863;0.022171;0.035324;;;;
24315.112;1925;06;14;;-0.066873;0.019233;0.032174;0.023508;;0.0000000;0.0000000;;;;0.259899;0.137874;-0.029799;0.017789;;;;
24333.375;1925;07;02;;-0.055672;0.016072;0.061909;0.019348;;0.0000000;0.0000000;;;;0.361168;0.126978;0.002462;0.014184;;;;
24351.637;1925;07;20;;-0.070311;0.022033;0.114851;0.022917;;0.0000000;0.0000000;;;;0.040450;0.074518;0.020575;0.020834;;;;
24369.900;1925;08;07;;0.017853;0.031090;0.118506;0.030840;;0.0000000;0.0000000;;;;0.070523;0.090048;0.005634;0.031098;;;;
24388.162;1925;08;26;;-0.015743;0.021671;0.056794;0.019940;;0.0000000;0.0000000;;;;0.035280;0.051561;0.027148;0.024849;;;;
24406.425;1925;09;13;;0.001485;0.022114;0.004726;0.025001;;0.0000000;0.0000000;;;;0.123941;0.045601;0.003221;0.030968;;;;
24424.687;1925;10;01;;-0.005631;0.042884;0.015549;0.045587;;0.0000000;0.0000000;;;;0.017215;0.067382;-0.048574;0.041449;;;;
24442.950;1925;10;19;;0.001128;0.022221;0.013928;0.028038;;0.0000000;0.0000000;;;;0.024302;0.054538;-0.002247;0.034619;;;;
24461.212;1925;11;07;;-0.243256;0.079470;-0.060509;0.053110;;0.0000000;0.0000000;;;;0.276019;0.175165;-0.019029;0.077528;;;;
24479.475;1925;11;25;;-0.025734;0.030105;0.007049;0.023785;;0.0000000;0.0000000;;;;0.121188;0.105485;0.002998;0.040199;;;;
24497.737;1925;12;13;;-0.041648;0.066166;-0.013321;0.030918;;0.0000000;0.0000000;;;;0.015089;0.105117;0.021729;0.049347;;;;
24516.000;1926;01;01;;-0.199605;0.036146;-0.083663;0.038724;;0.0000000;0.0000000;;;;0.245215;0.109884;0.039478;0.035638;;;;
24534.262;1926;01;19;;-0.163818;0.039434;-0.029853;0.040669;;0.0000000;0.0000000;;;;0.044359;0.068495;0.053898;0.032339;;;;
24552.525;1926;02;06;;-0.073051;0.027728;-0.074540;0.032460;;0.0000000;0.0000000;;;;0.213393;0.066358;-0.048102;0.023696;;;;
24570.787;1926;02;24;;-0.177265;0.023116;-0.060285;0.021659;;0.0000000;0.0000000;;;;0.105872;0.050817;-0.037163;0.026399;;;;
24589.050;1926;03;15;;-0.230084;0.046104;-0.024826;0.045615;;0.0000000;0.0000000;;;;0.025719;0.090929;0.040620;0.034105;;;;
24607.312;1926;04;02;;-0.173813;0.019079;0.058121;0.020126;;0.0000000;0.0000000;;;;0.132828;0.041532;-0.018853;0.028000;;;;
24625.575;1926;04;20;;-0.052708;0.037348;0.122825;0.027319;;0.0000000;0.0000000;;;;-0.076773;0.071126;-0.041129;0.037601;;;;
24643.837;1926;05;08;;-0.106664;0.050808;0.067451;0.031627;;0.0000000;0.0000000;;;;0.269221;0.103461;-0.035203;0.041686;;;;
24662.100;1926;05;27;;-0.129567;0.034399;0.112402;0.028636;;0.0000000;0.0000000;;;;-0.020163;0.110908;0.014179;0.027107;;;;
24680.362;1926;06;14;;-0.076581;0.041883;0.132865;0.051608;;0.0000000;0.0000000;;;;0.286320;0.144497;-0.043525;0.025421;;;;
24698.625;1926;07;02;;-0.051765;0.019589;0.131885;0.021134;;0.0000000;0.0000000;;;;0.052798;0.090155;0.047918;0.015748;;;;
24716.887;1926;07;20;;-0.033933;0.030075;0.119936;0.029214;;0.0000000;0.0000000;;;;0.315712;0.098450;0.006669;0.028847;;;;
24735.150;1926;08;08;;-0.053049;0.024930;0.122331;0.026656;;0.0000000;0.0000000;;;;0.154883;0.074546;0.015092;0.039362;;;;
24753.412;1926;08;26;;-0.021532;0.025016;0.117705;0.028125;;0.0000000;0.0000000;;;;0.160320;0.076375;0.063924;0.039989;;;;
24771.675;1926;09;13;;0.018915;0.028880;0.156256;0.031268;;0.0000000;0.0000000;;;;0.164856;0.056655;-0.000981;0.030026;;;;
24789.937;1926;10;01;;-0.001894;0.051763;0.104146;0.035162;;0.0000000;0.0000000;;;;0.018542;0.092282;-0.065648;0.073984;;;;
24808.200;1926;10;20;;-0.075772;0.034355;0.076597;0.025218;;0.0000000;0.0000000;;;;0.115426;0.075478;-0.006398;0.036664;;;;
24826.462;1926;11;07;;-0.120294;0.031359;0.111799;0.022066;;0.0000000;0.0000000;;;;0.009381;0.067532;0.019260;0.032445;;;;
24844.725;1926;11;25;;-0.050061;0.047015;0.130391;0.040796;;0.0000000;0.0000000;;;;-0.137747;0.156385;0.046403;0.040460;;;;
24862.987;1926;12;14;;-0.098525;0.038333;0.073404;0.038221;;0.0000000;0.0000000;;;;0.009895;0.081858;0.017527;0.033499;;;;
24881.250;1927;01;01;;-0.058200;0.031028;0.056215;0.030066;;0.0000000;0.0000000;;;;0.045607;0.114872;0.011025;0.024078;;;;
24899.512;1927;01;19;;-0.142988;0.021528;0.109762;0.025240;;0.0000000;0.0000000;;;;0.117355;0.050786;0.038633;0.014167;;;;
24917.775;1927;02;06;;-0.032237;0.029414;0.116674;0.028615;;0.0000000;0.0000000;;;;0.072703;0.088337;0.033588;0.026881;;;;
24936.037;1927;02;25;;-0.095191;0.041669;0.115885;0.031413;;0.0000000;0.0000000;;;;-0.020091;0.084410;-0.002517;0.021791;;;;
24954.300;1927;03;15;;-0.059447;0.042723;0.084129;0.029841;;0.0000000;0.0000000;;;;0.129499;0.067080;0.031133;0.036799;;;;
24972.562;1927;04;02;;-0.115876;0.069511;0.071429;0.057155;;0.0000000;0.0000000;;;;-0.078722;0.128583;-0.029423;0.079680;;;;
24990.825;1927;04;20;;-0.052232;0.023950;0.049356;0.028721;;0.0000000;0.0000000;;;;-0.131758;0.063986;-0.015955;0.033137;;;;
25009.087;1927;05;09;;-0.054137;0.026269;0.027885;0.031093;;0.0000000;0.0000000;;;;-0.111493;0.097984;-0.040770;0.029515;;;;
25027.350;1927;05;27;;-0.013624;0.039136;0.120684;0.028181;;0.0000000;0.0000000;;;;0.007610;0.143696;-0.035268;0.039320;;;;
25045.612;1927;06;14;;0.095331;0.054825;0.074304;0.030591;;0.0000000;0.0000000;;;;0.251516;0.118766;0.055469;0.038560;;;;
