MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
15019.500;1899;12;31;;-0.212818;0.053760;-0.097229;0.037446;;0.0000000;0.0000000;;;;-0.333677;0.126760;-0.065408;0.046343;;;;
15037.762;1900;01;18;;-0.047461;0.029853;-0.065631;0.023330;;0.0000000;0.0000000;;;;-0.193398;0.127676;0.017394;0.021636;;;;
15056.025;1900;02;06;;-0.112006;0.028504;-0.040467;0.024327;;0.0000000;0.0000000;;;;0.521675;0.123684;0.068013;0.029930;;;;
15074.287;1900;02;24;;-0.076710;0.021791;-0.009674;0.021233;;0.0000000;0.0000000;;;;0.352564;0.078239;0.072061;0.029062;;;;
15092.550;1900;03;14;;-0.099850;0.026908;-0.066660;0.025620;;0.0000000;0.0000000;;;;0.318962;0.097104;0.007820;0.057366;;;;
15110.812;1900;04;01;;-0.131173;0.039344;-0.072076;0.027851;;0.0000000;0.0000000;;;;0.232096;0.066951;0.093766;0.058547;;;;
15129.075;1900;04;20;;-0.087390;0.025660;-0.089427;0.024505;;0.0000000;0.0000000;;;;0.307133;0.066507;0.003862;0.042366;;;;
15147.337;1900;05;08;;-0.164078;0.026598;-0.131034;0.027439;;0.0000000;0.0000000;;;;0.317237;0.071973;0.026743;0.042837;;;;
15165.600;1900;05;26;;-0.151407;0.019173;-0.105838;0.020221;;0.0000000;0.0000000;;;;0.202192;0.096423;0.017399;0.023063;;;;
15183.862;1900;06;13;;-0.143764;0.021261;-0.179125;0.029817;;0.0000000;0.0000000;;;;-0.028123;0.129358;-0.012124;0.020663;;;;
15202.125;1900;07;02;;-0.124341;0.024357;-0.105747;0.019115;;0.0000000;0.0000000;;;;0.041669;0.127181;0.044334;0.017158;;;;
15220.387;1900;07;20;;-0.206229;0.021263;-0.144555;0.025505;;0.0000000;0.0000000;;;;-0.041788;0.102389;0.095807;0.029772;;;;
15238.650;1900;08;07;;-0.192711;0.025172;-0.095563;0.029564;;0.0000000;0.0000000;;;;0.002017;0.105331;0.044212;0.031575;;;;
15256.912;1900;08;25;;-0.190299;0.023335;-0.067717;0.020577;;0.0000000;0.0000000;;;;0.194828;0.076930;0.085772;0.045933;;;;
15275.175;1900;09;13;;-0.135718;0.022933;-0.081480;0.020157;;0.0000000;0.0000000;;;;0.269845;0.072594;0.075357;0.044405;;;;
15293.437;1900;10;01;;-0.153807;0.024518;0.030568;0.021592;;0.0000000;0.0000000;;;;0.181946;0.044492;-0.154452;0.052427;;;;
15311.700;1900;10;19;;-0.173818;0.022558;0.001034;0.018183;;0.0000000;0.0000000;;;;0.170594;0.039178;-0.072797;0.045202;;;;
15329.962;1900;11;06;;-0.257716;0.032834;-0.006499;0.028017;;0.0000000;0.0000000;;;;0.236454;0.094350;-0.162464;0.054953;;;;
15348.225;1900;11;25;;-0.209085;0.025040;0.046511;0.025197;;0.0000000;0.0000000;;;;0.088373;0.092346;-0.089729;0.055564;;;;
15366.487;1900;12;13;;-0.133145;0.034581;0.004905;0.026144;;0.0000000;0.0000000;;;;-0.039864;0.127792;-0.039118;0.041313;;;;
15384.750;1900;12;31;;-0.138242;0.027367;0.014255;0.024185;;0.0000000;0.0000000;;;;-0.228636;0.134455;-0.003944;0.038305;;;;
15403.012;1901;01;19;;-0.162602;0.024087;0.006609;0.023908;;0.0000000;0.0000000;;;;-0.262902;0.109076;-0.069779;0.020676;;;;
15421.275;1901;02;06;;-0.121242;0.025526;-0.000875;0.022222;;0.0000000;0.0000000;;;;0.356041;0.119705;-0.014506;0.031232;;;;
15439.537;1901;02;24;;-0.109773;0.028420;0.024691;0.024157;;0.0000000;0.0000000;;;;0.373538;0.100048;0.018214;0.036225;;;;
15457.800;1901;03;14;;-0.103805;0.026286;0.039564;0.021736;;0.0000000;0.0000000;;;;0.309930;0.078709;-0.018732;0.045262;;;;
15476.062;1901;04;02;;-0.021306;0.024508;-0.011519;0.023560;;0.0000000;0.0000000;;;;0.226326;0.046973;-0.026068;0.056093;;;;
15494.325;1901;04;20;;-0.001300;0.016000;0.021700;0.023300;;0.0000000;0.0000000;;;;0.431800;0.058100;-0.012900;0.035900;;;;
15512.587;1901;05;08;;0.037156;0.024692;-0.049753;0.024062;;0.0000000;0.0000000;;;;0.430826;0.066845;-0.018088;0.038805;;;;
15530.850;1901;05;26;;0.003993;0.019282;-0.095314;0.029126;;0.0000000;0.0000000;;;;0.120522;0.119007;0.083355;0.027210;;;;
15549.112;1901;06;14;;0.054079;0.019606;-0.081336;0.019143;;0.0000000;0.0000000;;;;0.051073;0.111137;0.020471;0.014069;;;;
15567.375;1901;07;02;;0.089761;0.031152;-0.084901;0.023841;;0.0000000;0.0000000;;;;0.055714;0.133759;0.011540;0.022405;;;;
15585.637;1901;07;20;;0.004864;0.024183;-0.187233;0.019218;;0.0000000;0.0000000;;;;0.191254;0.111589;0.051708;0.031744;;;;
15603.900;1901;08;07;;-0.023099;0.020532;-0.179528;0.016169;;0.0000000;0.0000000;;;;-0.025500;0.092583;0.010166;0.026232;;;;
15622.162;1901;08;26;;-0.057910;0.022283;-0.197673;0.018043;;0.0000000;0.0000000;;;;0.127452;0.059894;0.095943;0.032516;;;;
15640.425;1901;09;13;;-0.033170;0.021132;-0.202981;0.020887;;0.0000000;0.0000000;;;;0.151218;0.074568;0.035224;0.044759;;;;
15658.687;1901;10;01;;-0.155604;0.038076;-0.187085;0.030924;;0.0000000;0.0000000;;;;0.009135;0.074519;-0.123734;0.051462;;;;
15676.950;1901;10;19;;-0.169658;0.026229;-0.183163;0.023359;;0.0000000;0.0000000;;;;0.110066;0.049415;-0.117592;0.046192;;;;
15695.212;1901;11;07;;-0.188623;0.023529;-0.181458;0.023343;;0.0000000;0.0000000;;;;0.176267;0.083759;-0.158104;0.051685;;;;
15713.475;1901;11;25;;-0.223086;0.037997;-0.144566;0.029526;;0.0000000;0.0000000;;;;0.074590;0.108405;-0.100008;0.058672;;;;
15731.737;1901;12;13;;-0.254958;0.016090;-0.114447;0.017896;;0.0000000;0.0000000;;;;0.038950;0.101799;-0.062510;0.027550;;;;
15750.000;1902;01;01;;-0.259243;0.023993;-0.078157;0.021579;;0.0000000;0.0000000;;;;0.062919;0.117810;-0.054074;0.032269;;;;
15768.262;1902;01;19;;-0.211792;0.028790;0.038633;0.029579;;0.0000000;0.0000000;;;;0.017451;0.148456;0.020130;0.024810;;;;
15786.525;1902;02;06;;-0.216991;0.031892;0.064250;0.026547;;0.0000000;0.0000000;;;;0.199832;0.133961;0.037086;0.035402;;;;
15804.787;1902;02;24;;-0.242537;0.023685;0.171246;0.025297;;0.0000000;0.0000000;;;;0.415690;0.088702;0.043663;0.034234;;;;
15823.050;1902;03;15;;-0.188324;0.019932;0.158468;0.019402;;0.0000000;0.0000000;;;;0.337145;0.073499;0.052572;0.046916;;;;
15841.312;1902;04;02;;-0.152570;0.029794;0.207171;0.027372;;0.0000000;0.0000000;;;;0.214367;0.061488;-0.046953;0.060194;;;;
15859.575;1902;04;20;;-0.062244;0.016488;0.171387;0.022647;;0.0000000;0.0000000;;;;0.256881;0.057371;0.006551;0.033174;;;;
15877.837;1902;05;08;;-0.016045;0.025756;0.182141;0.020157;;0.0000000;0.0000000;;;;0.265355;0.062603;-0.028692;0.033970;;;;
15896.100;1902;05;27;;0.036032;0.019117;0.156268;0.020794;;0.0000000;0.0000000;;;;0.211676;0.098381;-0.021285;0.023510;;;;
15914.362;1902;06;14;;0.217293;0.048928;0.252814;0.059193;;0.0000000;0.0000000;;;;0.146268;0.124285;-0.113359;0.044438;;;;
15932.625;1902;07;02;;0.119283;0.025360;0.066262;0.021894;;0.0000000;0.0000000;;;;0.024206;0.116290;0.019059;0.018772;;;;
15950.887;1902;07;20;;0.125538;0.021669;0.016781;0.019109;;0.0000000;0.0000000;;;;0.091941;0.099925;0.027890;0.029268;;;;
15969.150;1902;08;08;;0.082496;0.025116;-0.058369;0.022971;;0.0000000;0.0000000;;;;0.250234;0.108900;0.110308;0.030400;;;;
15987.412;1902;08;26;;0.051287;0.024489;-0.069631;0.016515;;0.0000000;0.0000000;;;;0.261163;0.069618;0.097323;0.039865;;;;
16005.675;1902;09;13;;0.051239;0.015838;-0.093785;0.015438;;0.0000000;0.0000000;;;;0.250384;0.055426;0.068387;0.034338;;;;
16023.937;1902;10;01;;-0.024248;0.022473;-0.151921;0.025442;;0.0000000;0.0000000;;;;0.149156;0.045045;-0.095975;0.053371;;;;
16042.200;1902;10;20;;-0.054789;0.019443;-0.179957;0.016628;;0.0000000;0.0000000;;;;0.124553;0.035265;-0.069583;0.040068;;;;
16060.462;1902;11;07;;-0.146320;0.020063;-0.146959;0.023110;;0.0000000;0.0000000;;;;0.078608;0.078920;-0.089216;0.047165;;;;
16078.725;1902;11;25;;-0.193061;0.020857;-0.169534;0.022315;;0.0000000;0.0000000;;;;0.286457;0.076181;-0.208670;0.046902;;;;
16096.987;1902;12;14;;-0.237694;0.019690;-0.119404;0.024324;;0.0000000;0.0000000;;;;0.109034;0.129370;-0.052789;0.034514;;;;
16115.250;1903;01;01;;-0.319420;0.030492;-0.043030;0.024811;;0.0000000;0.0000000;;;;-0.038528;0.145631;-0.047724;0.038302;;;;
16133.512;1903;01;19;;-0.341204;0.033829;0.031366;0.029406;;0.0000000;0.0000000;;;;-0.098874;0.160686;0.018102;0.023703;;;;
16151.775;1903;02;06;;-0.345930;0.022972;-0.002271;0.021847;;0.0000000;0.0000000;;;;0.351093;0.102851;0.012471;0.027943;;;;
16170.037;1903;02;25;;-0.363449;0.026083;0.022246;0.026034;;0.0000000;0.0000000;;;;0.188593;0.093308;-0.023174;0.037211;;;;
16188.300;1903;03;15;;-0.363639;0.026221;0.126744;0.020945;;0.0000000;0.0000000;;;;0.245152;0.087844;0.029758;0.051375;;;;
16206.562;1903;04;02;;-0.275204;0.023659;0.088178;0.025161;;0.0000000;0.0000000;;;;0.291261;0.044592;0.065540;0.051947;;;;
16224.825;1903;04;20;;-0.217973;0.027174;0.142752;0.021557;;0.0000000;0.0000000;;;;0.210847;0.075501;0.063304;0.043755;;;;
16243.087;1903;05;09;;-0.133649;0.019233;0.193127;0.019408;;0.0000000;0.0000000;;;;0.260252;0.056126;0.060431;0.031402;;;;
16261.350;1903;05;27;;-0.073538;0.019722;0.187785;0.025512;;0.0000000;0.0000000;;;;0.238595;0.103039;-0.018625;0.024658;;;;
16279.612;1903;06;14;;-0.033275;0.020533;0.242905;0.022048;;0.0000000;0.0000000;;;;0.056127;0.129511;0.027798;0.017107;;;;
16297.875;1903;07;02;;-0.025665;0.019429;0.185828;0.015678;;0.0000000;0.0000000;;;;-0.045779;0.099979;0.027960;0.013960;;;;
16316.137;1903;07;21;;0.065994;0.027595;0.199396;0.021362;;0.0000000;0.0000000;;;;0.091259;0.113401;0.039908;0.032424;;;;
16334.400;1903;08;08;;0.124642;0.022783;0.131603;0.021652;;0.0000000;0.0000000;;;;0.051145;0.098411;0.025315;0.027842;;;;
16352.662;1903;08;26;;0.138085;0.017587;0.043707;0.024380;;0.0000000;0.0000000;;;;0.246657;0.066217;0.079088;0.036242;;;;
16370.925;1903;09;13;;0.131036;0.023145;-0.010458;0.018213;;0.0000000;0.0000000;;;;0.227846;0.071262;0.028294;0.042237;;;;
16389.187;1903;10;02;;0.129875;0.035187;-0.132885;0.050492;;0.0000000;0.0000000;;;;0.250549;0.112846;-0.094268;0.048466;;;;
16407.450;1903;10;20;;0.020188;0.021139;-0.149501;0.017604;;0.0000000;0.0000000;;;;0.109261;0.036528;-0.073754;0.040709;;;;
16425.712;1903;11;07;;-0.013164;0.021345;-0.224089;0.020262;;0.0000000;0.0000000;;;;0.056925;0.074780;-0.070392;0.044352;;;;
16443.975;1903;11;25;;0.017200;0.027500;-0.148400;0.021400;;0.0000000;0.0000000;;;;0.365700;0.082200;-0.239900;0.051000;;;;
16462.237;1903;12;14;;-0.054459;0.030056;-0.187411;0.022835;;0.0000000;0.0000000;;;;0.143493;0.154516;-0.103709;0.039701;;;;
16480.500;1904;01;01;;-0.148856;0.044509;-0.076687;0.044456;;0.0000000;0.0000000;;;;-0.114333;0.231473;0.061858;0.075829;;;;
16498.762;1904;01;19;;-0.254004;0.025206;-0.136031;0.021177;;0.0000000;0.0000000;;;;0.004573;0.125550;-0.037187;0.017298;;;;
16517.025;1904;02;07;;-0.260513;0.025120;-0.134266;0.024182;;0.0000000;0.0000000;;;;0.245917;0.113408;-0.023869;0.030194;;;;
16535.287;1904;02;25;;-0.250640;0.038286;-0.062308;0.029112;;0.0000000;0.0000000;;;;0.153720;0.139136;-0.072025;0.046748;;;;
16553.550;1904;03;14;;-0.318450;0.021790;-0.022118;0.038002;;0.0000000;0.0000000;;;;0.343107;0.107286;0.029958;0.054168;;;;
16571.812;1904;04;01;;-0.293126;0.023025;0.024733;0.019604;;0.0000000;0.0000000;;;;0.257570;0.041421;0.099537;0.048628;;;;
16590.075;1904;04;20;;-0.249230;0.043032;0.052166;0.022314;;0.0000000;0.0000000;;;;0.250262;0.082833;0.005740;0.053675;;;;
16608.337;1904;05;08;;-0.263860;0.019701;0.072953;0.018143;;0.0000000;0.0000000;;;;0.249463;0.055609;0.056281;0.034733;;;;
16626.600;1904;05;26;;-0.210918;0.029867;0.172463;0.020549;;0.0000000;0.0000000;;;;0.242277;0.114143;0.012153;0.028773;;;;
16644.862;1904;06;13;;-0.152700;0.018200;0.188900;0.018000;;0.0000000;0.0000000;;;;-0.038200;0.111600;0.003300;0.013500;;;;
16663.125;1904;07;02;;-0.109676;0.019307;0.182564;0.018938;;0.0000000;0.0000000;;;;-0.148627;0.111520;0.030744;0.015061;;;;
16681.387;1904;07;20;;-0.082798;0.020647;0.158201;0.020009;;0.0000000;0.0000000;;;;0.046632;0.096224;0.074456;0.028089;;;;
16699.650;1904;08;07;;0.001500;0.014600;0.164000;0.015300;;0.0000000;0.0000000;;;;0.059100;0.081200;0.033100;0.023200;;;;
16717.912;1904;08;25;;0.042084;0.017502;0.134884;0.014207;;0.0000000;0.0000000;;;;0.299232;0.053479;0.160529;0.030251;;;;
16736.175;1904;09;13;;0.062535;0.019610;0.070240;0.018761;;0.0000000;0.0000000;;;;0.233434;0.063943;0.112999;0.037691;;;;
16754.437;1904;10;01;;0.083512;0.024774;0.063227;0.023502;;0.0000000;0.0000000;;;;0.100183;0.048551;0.039087;0.030313;;;;
16772.700;1904;10;19;;0.042326;0.022076;0.010531;0.021354;;0.0000000;0.0000000;;;;0.108009;0.041403;-0.080528;0.043561;;;;
16790.962;1904;11;06;;0.042284;0.020582;-0.029751;0.021504;;0.0000000;0.0000000;;;;0.096546;0.079450;-0.128975;0.047377;;;;
16809.225;1904;11;25;;-0.008473;0.045473;-0.063250;0.044351;;0.0000000;0.0000000;;;;0.231014;0.135878;-0.063402;0.095840;;;;
16827.487;1904;12;13;;0.028258;0.028399;-0.057405;0.026815;;0.0000000;0.0000000;;;;0.103781;0.158414;-0.073395;0.041300;;;;
16845.750;1904;12;31;;-0.040538;0.025021;-0.099671;0.024519;;0.0000000;0.0000000;;;;0.185220;0.087951;-0.032327;0.026835;;;;
16864.012;1905;01;19;;-0.017099;0.027266;-0.158118;0.027398;;0.0000000;0.0000000;;;;-0.161540;0.107012;0.074302;0.024020;;;;
16882.275;1905;02;06;;-0.105713;0.031136;-0.176117;0.024035;;0.0000000;0.0000000;;;;0.347522;0.131488;0.052168;0.033695;;;;
16900.537;1905;02;24;;-0.176213;0.023287;-0.100777;0.021215;;0.0000000;0.0000000;;;;0.290801;0.072797;0.017315;0.027805;;;;
16918.800;1905;03;14;;-0.231493;0.023017;-0.136695;0.016189;;0.0000000;0.0000000;;;;0.101899;0.056885;0.024298;0.027994;;;;
16937.062;1905;04;02;;-0.251440;0.023914;-0.151097;0.022693;;0.0000000;0.0000000;;;;0.183959;0.044511;0.085260;0.040895;;;;
16955.325;1905;04;20;;-0.248000;0.029100;-0.108800;0.028300;;0.0000000;0.0000000;;;;0.303300;0.084900;0.012900;0.044900;;;;
16973.587;1905;05;08;;-0.304428;0.020727;0.045206;0.018309;;0.0000000;0.0000000;;;;0.195471;0.060148;0.000919;0.037654;;;;
16991.850;1905;05;26;;-0.236545;0.022973;0.042822;0.026077;;0.0000000;0.0000000;;;;0.123361;0.118627;0.009977;0.029220;;;;
17010.112;1905;06;14;;-0.250592;0.031413;0.048859;0.027624;;0.0000000;0.0000000;;;;0.029364;0.124702;0.025729;0.021942;;;;
17028.375;1905;07;02;;-0.185960;0.023539;0.112145;0.027395;;0.0000000;0.0000000;;;;0.098352;0.135807;0.009326;0.019311;;;;
17046.637;1905;07;20;;-0.156532;0.021895;0.117102;0.020138;;0.0000000;0.0000000;;;;-0.081301;0.087252;-0.037089;0.024732;;;;
17064.900;1905;08;07;;-0.109352;0.021554;0.166247;0.018456;;0.0000000;0.0000000;;;;-0.052333;0.098533;-0.005779;0.029043;;;;
17083.162;1905;08;26;;-0.067846;0.028256;0.135598;0.020885;;0.0000000;0.0000000;;;;0.277618;0.064061;0.111046;0.035631;;;;
17101.425;1905;09;13;;0.014037;0.023029;0.151407;0.022182;;0.0000000;0.0000000;;;;0.282266;0.062970;0.052905;0.033997;;;;
17119.687;1905;10;01;;-0.034403;0.030475;0.175804;0.021521;;0.0000000;0.0000000;;;;0.255754;0.049868;-0.148491;0.055323;;;;
17137.950;1905;10;19;;-0.031721;0.028070;0.049970;0.029042;;0.0000000;0.0000000;;;;-0.006276;0.049203;-0.163042;0.046545;;;;
17156.212;1905;11;07;;0.025746;0.026045;0.080453;0.024204;;0.0000000;0.0000000;;;;0.318572;0.083837;-0.162672;0.049900;;;;
17174.475;1905;11;25;;0.024021;0.023876;-0.056728;0.024447;;0.0000000;0.0000000;;;;0.191888;0.086082;-0.081159;0.052664;;;;
17192.737;1905;12;13;;0.040706;0.025939;-0.006383;0.031653;;0.0000000;0.0000000;;;;0.176684;0.151253;-0.066028;0.042122;;;;
17211.000;1906;01;01;;0.003853;0.027774;-0.026096;0.022568;;0.0000000;0.0000000;;;;0.353052;0.125609;-0.085851;0.034335;;;;
17229.262;1906;01;19;;-0.017613;0.037626;-0.075020;0.028373;;0.0000000;0.0000000;;;;0.058236;0.116066;0.042743;0.028389;;;;
17247.525;1906;02;06;;-0.157406;0.027525;-0.092487;0.019150;;0.0000000;0.0000000;;;;0.270125;0.098675;0.087800;0.028450;;;;
17265.787;1906;02;24;;-0.067506;0.039670;-0.080298;0.024017;;0.0000000;0.0000000;;;;0.057244;0.086367;0.041170;0.032989;;;;
17284.050;1906;03;15;;-0.149450;0.019538;-0.119103;0.021544;;0.0000000;0.0000000;;;;0.113356;0.066083;0.003460;0.039537;;;;
17302.312;1906;04;02;;-0.128247;0.021258;-0.061169;0.019210;;0.0000000;0.0000000;;;;0.102973;0.039658;0.057831;0.043484;;;;
17320.575;1906;04;20;;-0.179648;0.019342;-0.057693;0.015619;;0.0000000;0.0000000;;;;0.175340;0.057093;-0.039542;0.032940;;;;
17338.837;1906;05;08;;-0.186449;0.028318;-0.044109;0.017466;;0.0000000;0.0000000;;;;0.140376;0.060295;-0.002299;0.033838;;;;
17357.100;1906;05;27;;-0.208575;0.017756;-0.019448;0.017400;;0.0000000;0.0000000;;;;0.015574;0.074861;0.005300;0.018332;;;;
17375.362;1906;06;14;;-0.217870;0.027036;0.042944;0.019247;;0.0000000;0.0000000;;;;0.248883;0.103492;0.000061;0.019037;;;;
17393.625;1906;07;02;;-0.199891;0.026352;0.058881;0.022948;;0.0000000;0.0000000;;;;0.227682;0.100657;0.031386;0.018187;;;;
17411.887;1906;07;20;;-0.173543;0.014562;0.070934;0.014278;;0.0000000;0.0000000;;;;0.117292;0.076299;0.023764;0.021614;;;;
17430.150;1906;08;08;;-0.182003;0.014184;0.113024;0.020481;;0.0000000;0.0000000;;;;0.238491;0.076914;0.064891;0.023037;;;;
17448.412;1906;08;26;;-0.142776;0.020805;0.095154;0.018992;;0.0000000;0.0000000;;;;0.200399;0.060830;0.052899;0.036334;;;;
17466.675;1906;09;13;;-0.093740;0.023427;0.095224;0.019026;;0.0000000;0.0000000;;;;0.165899;0.057427;0.024389;0.033984;;;;
17484.937;1906;10;01;;-0.093900;0.030400;0.111200;0.029700;;0.0000000;0.0000000;;;;0.123100;0.056800;-0.022900;0.055700;;;;
17503.200;1906;10;20;;-0.102758;0.020273;0.078405;0.019941;;0.0000000;0.0000000;;;;0.158671;0.038107;-0.057296;0.034270;;;;
17521.462;1906;11;07;;-0.009641;0.037790;0.137918;0.023678;;0.0000000;0.0000000;;;;0.110473;0.086093;-0.121337;0.055949;;;;
17539.725;1906;11;25;;-0.126885;0.017403;0.077766;0.014954;;0.0000000;0.0000000;;;;0.071042;0.050965;-0.101739;0.029910;;;;
17557.987;1906;12;14;;-0.085940;0.024352;0.122947;0.033076;;0.0000000;0.0000000;;;;-0.173911;0.144919;0.052592;0.043974;;;;
17576.250;1907;01;01;;-0.079416;0.024620;0.150174;0.023710;;0.0000000;0.0000000;;;;0.080001;0.116688;0.018143;0.029500;;;;
17594.512;1907;01;19;;-0.067350;0.025143;0.041498;0.035409;;0.0000000;0.0000000;;;;0.073095;0.126257;0.055036;0.023696;;;;
17612.775;1907;02;06;;-0.027042;0.044273;0.024883;0.037921;;0.0000000;0.0000000;;;;0.189029;0.138258;0.070923;0.040212;;;;
17631.037;1907;02;25;;-0.069913;0.023457;0.039794;0.019305;;0.0000000;0.0000000;;;;0.247270;0.073147;0.059702;0.028726;;;;
17649.300;1907;03;15;;-0.059194;0.025568;-0.025833;0.019658;;0.0000000;0.0000000;;;;-0.067453;0.070577;-0.036942;0.042421;;;;
17667.562;1907;04;02;;-0.032978;0.027136;-0.010025;0.021118;;0.0000000;0.0000000;;;;0.097977;0.045607;0.028819;0.047104;;;;
17685.825;1907;04;20;;-0.032298;0.018376;-0.079952;0.018100;;0.0000000;0.0000000;;;;0.091289;0.058321;0.098117;0.035752;;;;
17704.087;1907;05;09;;-0.012800;0.019968;-0.038790;0.015828;;0.0000000;0.0000000;;;;0.026669;0.051078;0.005099;0.029065;;;;
17722.350;1907;05;27;;-0.094517;0.018850;-0.051596;0.019350;;0.0000000;0.0000000;;;;0.154034;0.095591;-0.036263;0.023594;;;;
17740.612;1907;06;14;;-0.089447;0.022296;-0.124297;0.019779;;0.0000000;0.0000000;;;;0.029209;0.101385;0.026543;0.015722;;;;
17758.875;1907;07;02;;-0.131771;0.019108;-0.098748;0.017119;;0.0000000;0.0000000;;;;0.242100;0.089088;0.009307;0.014240;;;;
17777.137;1907;07;21;;-0.109356;0.015221;-0.122489;0.014661;;0.0000000;0.0000000;;;;0.138257;0.080858;0.007021;0.022508;;;;
17795.400;1907;08;08;;-0.134764;0.018056;-0.084340;0.015443;;0.0000000;0.0000000;;;;0.202735;0.078593;0.056406;0.022873;;;;
17813.662;1907;08;26;;-0.150915;0.013218;-0.095204;0.011457;;0.0000000;0.0000000;;;;0.186489;0.042036;0.065484;0.024490;;;;
17831.925;1907;09;13;;-0.183652;0.013853;-0.070567;0.012711;;0.0000000;0.0000000;;;;0.238161;0.042637;0.067956;0.025900;;;;
17850.187;1907;10;02;;-0.247755;0.015944;-0.037271;0.014847;;0.0000000;0.0000000;;;;0.069057;0.030949;-0.166534;0.035037;;;;
17868.450;1907;10;20;;-0.276782;0.022683;0.006594;0.013921;;0.0000000;0.0000000;;;;0.113611;0.036307;-0.078859;0.035934;;;;
17886.712;1907;11;07;;-0.260675;0.020328;0.115176;0.026887;;0.0000000;0.0000000;;;;0.036991;0.076862;-0.028790;0.043520;;;;
17904.975;1907;11;25;;-0.279309;0.022735;0.066165;0.018080;;0.0000000;0.0000000;;;;0.244677;0.062092;-0.110026;0.038954;;;;
17923.237;1907;12;14;;-0.247411;0.024711;0.158512;0.031173;;0.0000000;0.0000000;;;;0.062917;0.124068;0.010688;0.030974;;;;
17941.500;1908;01;01;;-0.179825;0.022677;0.190418;0.019382;;0.0000000;0.0000000;;;;0.045084;0.106993;0.062586;0.027161;;;;
17959.762;1908;01;19;;-0.162104;0.025046;0.175855;0.028444;;0.0000000;0.0000000;;;;0.103742;0.155855;0.042061;0.019892;;;;
17978.025;1908;02;07;;-0.073775;0.028891;0.244495;0.024516;;0.0000000;0.0000000;;;;0.245695;0.110802;0.095557;0.031435;;;;
17996.287;1908;02;25;;-0.088534;0.027458;0.184551;0.017033;;0.0000000;0.0000000;;;;0.202671;0.076752;0.059013;0.031780;;;;
18014.550;1908;03;14;;0.072181;0.033438;0.185212;0.026915;;0.0000000;0.0000000;;;;-0.041708;0.089470;-0.103296;0.050987;;;;
18032.812;1908;04;01;;0.000811;0.023430;0.129285;0.025494;;0.0000000;0.0000000;;;;0.206115;0.053034;0.050623;0.041550;;;;
18051.075;1908;04;20;;0.094290;0.022523;0.125029;0.016876;;0.0000000;0.0000000;;;;0.216543;0.060033;-0.027207;0.036610;;;;
18069.337;1908;05;08;;0.098031;0.015570;0.048028;0.014659;;0.0000000;0.0000000;;;;0.030976;0.044622;0.052821;0.026959;;;;
18087.600;1908;05;26;;0.085376;0.019153;-0.037173;0.015904;;0.0000000;0.0000000;;;;0.105038;0.078267;0.015997;0.019045;;;;
18105.862;1908;06;13;;0.110614;0.025853;-0.053618;0.024285;;0.0000000;0.0000000;;;;0.153787;0.106634;0.013544;0.019968;;;;
18124.125;1908;07;02;;0.110175;0.026610;-0.121985;0.025563;;0.0000000;0.0000000;;;;0.031077;0.108516;0.006967;0.020390;;;;
18142.387;1908;07;20;;0.062891;0.022400;-0.147259;0.019060;;0.0000000;0.0000000;;;;-0.082788;0.089320;-0.037852;0.025333;;;;
18160.650;1908;08;07;;0.016036;0.021495;-0.174778;0.023275;;0.0000000;0.0000000;;;;0.210112;0.099015;0.066788;0.027598;;;;
18178.912;1908;08;25;;-0.044507;0.019073;-0.258578;0.021281;;0.0000000;0.0000000;;;;0.179528;0.051480;0.053306;0.026579;;;;
18197.175;1908;09;13;;-0.126698;0.019826;-0.236805;0.014026;;0.0000000;0.0000000;;;;0.159666;0.057586;0.116131;0.031215;;;;
18215.437;1908;10;01;;-0.185227;0.018908;-0.279032;0.016051;;0.0000000;0.0000000;;;;-0.038867;0.036568;-0.059976;0.030485;;;;
18233.700;1908;10;19;;-0.218671;0.014651;-0.234349;0.016957;;0.0000000;0.0000000;;;;0.085591;0.033574;-0.055343;0.025266;;;;
18251.962;1908;11;06;;-0.258124;0.022801;-0.193490;0.017680;;0.0000000;0.0000000;;;;0.058307;0.057282;-0.155806;0.034798;;;;
18270.225;1908;11;25;;-0.348498;0.023013;-0.117029;0.019986;;0.0000000;0.0000000;;;;-0.044263;0.072425;-0.031398;0.041662;;;;
18288.487;1908;12;13;;-0.441656;0.045827;-0.087821;0.024170;;0.0000000;0.0000000;;;;-0.222508;0.111975;0.074175;0.042506;;;;
18306.750;1908;12;31;;-0.418026;0.030202;0.032515;0.029485;;0.0000000;0.0000000;;;;-0.124136;0.114958;0.001844;0.034290;;;;
18325.012;1909;01;19;;-0.464700;0.023300;0.053100;0.021200;;0.0000000;0.0000000;;;;0.142200;0.122400;-0.021900;0.017600;;;;
18343.275;1909;02;06;;-0.381402;0.029397;0.081369;0.026583;;0.0000000;0.0000000;;;;0.136482;0.135028;0.026300;0.032872;;;;
18361.537;1909;02;24;;-0.331872;0.024908;0.208343;0.022250;;0.0000000;0.0000000;;;;0.142551;0.088861;0.003686;0.028690;;;;
18379.800;1909;03;14;;-0.262800;0.025300;0.230900;0.020400;;0.0000000;0.0000000;;;;0.246000;0.077700;0.119000;0.052700;;;;
